pl_name,pl_rade,pl_bmasse
"HATS-3 b",11.09691000,174.80650000
"rho CrB b",,335.94462620
"rho CrB c",,28.12781402
"HD 48265 b",,380.00000000
"HD 48265 b",,484.69075000
"HD 48265 b",,467.21010000
"HD 48265 b",,2351.93021180
"HD 48265 c",,1414.33641115
"HD 192310 b",,14.33406116
"HD 219134 h",,97.89114936
"HD 219134 d",,16.39994580
"eps Eri b",,206.90629296
"HD 3651 b",,69.98581522
"HD 69830 b",,10.26585755
"55 Cnc b",,267.29369029
"47 UMa b",,774.86565627
"ups And b",,214.53417473
"HD 39091 b",,4099.98645030
"ups And d",,3257.74117175
"HD 189567 b",,8.50000000
"TOI-1518 b",21.01683881,731.00533610
"pi Men c",,3.63000000
"pi Men d",,13.38000000
"HD 95735 c",,13.60000000
"HD 160691 c",,1398.44499080
"HD 160691 d",,
"HD 136352 b",1.54221286,
"HD 136352 c",2.70502784,
"HD 140901 c",,1997.23370959
"HD 219134 b",1.53300000,
"AF Lep b",,1366.66215010
"TOI-2145 b",11.98240037,1671.77742082
"rho CrB b",,347.38644885
"rho CrB d",,21.60000000
"55 Cnc e",1.94700000,8.59000000
"55 Cnc e",,
"55 Cnc e",,
"HD 219134 b",,
"HR 810 b",,1970.53612340
"Kepler-8 b",15.31000000,
"K2-39 b",1.67000000,
"HAT-P-52 b",11.30988100,259.66711000
"WASP-124 b",14.98640720,183.38699084
"WASP-89 b",,
"HD 25463 b",2.62000000,8.50000000
"WASP-149 b",15.24421375,314.96795134
"TOI-6038 A b",4.71778000,
"HAT-P-11 c",,
"HATS-70 b",,
"HAT-P-41 b",,
"HAT-P-11 b",,
"Kepler-68 d",,244.72910000
"TOI-1174 b",2.35888000,
"K2-199 b",3.17053923,
"HIP 116454 b",2.46900000,9.70000000
"WASP-32 b",,
"HD 183579 b",3.55000000,19.70000000
"Kepler-210 c",3.22000000,
"WASP-183 b",16.47723000,159.55066000
"Kepler-4 b",4.14000000,
"TOI-5349 b",10.20000000,127.40000000
"OGLE-TR-113 b",12.25100000,400.44900000
"Kepler-40 b",7.00000000,
"Kepler-447 b",,
"TOI-1694 b",5.44000000,26.10000000
"K2-277 b",2.12171156,
"TOI-1776 b",1.21612741,1.40000000
"TOI-2421 b",10.36830715,105.83685953
"WASP-164 b",,
"GJ 341 b",0.86788700,
"WASP-61 b",,
"HD 93963 A b",1.53671000,
"WASP-25 b",,
"TOI-5153 b",11.35470000,
"Kepler-96 b",,
"HAT-P-36 b",14.16800000,582.24000000
"WASP-59 b",8.68696004,274.28591524
"HAT-P-11 b",,
"CoRoT-20 b",13.00244000,1608.21980000
"NGTS-1 b",,
"Kepler-718 b",13.38000000,
"TOI-6054.01",2.64000000,12.50000000
"Kepler-10 c",2.34000000,12.07050821
"WASP-190 b",12.89035000,317.83000000
"Kepler-65 c",2.58000000,
"TOI-2194 b",1.70050000,
"WASP-11 b",,
"WASP-10 b",,
"TOI-1736 b",2.69175000,
"TOI-178 c",1.51483691,
"K2-261 b",9.50521563,67.69745069
"Kepler-102 b",0.49000000,
"Kepler-953 b",4.60975453,
"TOI-431 d",3.28094918,
"K2-26 b",2.79000000,
"NGTS-2 b",18.54830000,
"Wolf 327 b",1.24000000,2.53000000
"Kepler-314 c",2.87000000,
"HIP 54597 b",,762.78817680
"Kepler-485 b",,
"TOI-125 b",,
"Kepler-10 b",1.46000000,4.60000000
"WASP-22 b",,
"G 9-40 b",,
"EPIC 211945201 b",5.76000000,
"TOI-942 b",3.52025000,
"Kepler-1514 c",,
"Kepler-450 b",6.08340000,19.40000000
"Kepler-25 b",2.70200000,
"TOI-4137 b",13.57407563,457.67290608
"TOI-2525 b",9.72671289,
"HIP 97166 b",2.74000000,20.00000000
"Kepler-19 c",,1906.90000000
"Kepler-468 b",12.27600000,
"Kepler-450 d",0.89000000,
"WASP-92 b",,
"K2-100 b",3.59000000,
"TOI-1807 b",1.25800000,
"Kepler-25 c",5.20000000,24.60000000
"TOI-1246 b",3.01000000,8.10000000
"TOI-1130 c",,
"HAT-P-35 b",39.79195000,2390.08160000
"K2-371 b",,
"TOI-1782.02",2.12683751,
"TOI-1062 c",,9.78000000
"WASP-66 b",15.69260000,746.90050000
"TOI-1184 b",2.39000000,
"WASP-173 A b",13.45077684,1172.78682183
"TOI-3629 b",8.29464572,82.63538582
"HATS-30 b",13.17057500,224.38798000
"Kepler-506 b",2.67000000,
"TOI-1695 b",1.79929661,
"TOI-561 c",2.91000000,5.39000000
"TOI-1272 b",4.59470000,
"WASP-126 b",,
"CoRoT-13 b",9.91996500,423.03173000
"Kepler-25 b",2.64000000,
"TOI-4562 b",12.53000000,732.00000000
"XO-1 b",,
"K2-136 b",1.01400000,4.30000000
"K2-87 b",7.60000000,
"WASP-175 b",,
"K2-275 c",3.01612551,
"K2-140 b",12.33083015,
"WASP-64 b",,
"TOI-880 c",4.95000000,
"TOI-5800 b",2.46000000,9.50000000
"TOI-1266 b",2.37000000,13.50000000
"TOI-5573 b",9.14959000,
"Qatar-5 b",,
"KOI-94 e",6.11600000,8.09386174
"K2-199 b",1.87000000,
"Kepler-411 c",3.23800000,
"Kepler-410 A b",,
"HATS-40 b",,
"TOI-5728 b",1.31000000,
"Kepler-157 c",2.24000000,
"K2-127 b",12.72000000,
"TOI-1422 b",3.83000000,9.50000000
"WASP-180 A b",,
"HAT-P-35 b",,
"WASP-181 b",13.27145600,95.03117000
"Kepler-289 b",2.67000000,
"Kepler-91 b",,
"WASP-166 b",,
"Kepler-426 b",11.68000000,
"TOI-1411 b",1.36000000,
"HATS-18 b",14.98643300,629.30340000
"K2-188 c",,
"Kepler-25 c",4.75000000,
"WASP-73 b",,
"TOI-3912 b",14.23550000,
"TOI-1736 b",3.05000000,11.90000000
"WASP-165 b",14.27761841,
"TOI-4010 e",,692.00000000
"WASP-58 b",13.54780189,
"Kepler-426 b",11.68000000,
"Kepler-40 b",16.14096000,686.51280000
"TOI-654.01",2.37126000,
"KOI-94 e",6.11600000,
"WASP-133 b",13.56289000,368.68280000
"TOI-3980 b",17.06770000,
"KELT-15 b",19.50366000,416.35730000
"Kepler-198 c",,
"Kepler-223 b",,
"HATS-54 b",11.37711541,239.32479047
"K2-115 b",,
"TOI-1301.01",2.47700000,
"Kepler-210 c",,
"HAT-P-21 b",,
"TOI-2803 A b",17.45230000,
"WASP-20 b",,
"WASP-84 b",10.72000000,220.00000000
"HATS-14 b",,
"K2-133 c",1.60300000,
"HAT-P-36 b",14.61653600,588.62116000
"Kepler-1670 b",2.80000000,
"Kepler-682 b",,
"Kepler-377 b",1.16000000,
"K2-271 b",,
"HAT-P-29 b",12.40800000,247.26100000
"Kepler-318 c",5.00000000,
"K2-199 c",2.67000000,12.60000000
"CoRoT-12 b",15.06489600,277.46559000
"KELT-15 b",,
"K2-212 b",2.65000000,
"HATS-44 b",11.92923882,
"K2-98 b",5.06645928,34.00763955
"HAT-P-50 b",,
"Kepler-93 b",,
"K2-19 d",1.14000000,
"K2-32 d",3.75000000,
"Kepler-25 c",,
"Wolf 503 b",1.75752030,
"WASP-168 b",,
"HAT-P-27 b",,
"WASP-15 b",,
"WASP-150 b",11.99363000,2688.84180000
"Kepler-15 b",13.34700000,
"K2-100 b",,
"Kepler-44 b",7.10000000,
"TOI-1728 b",,
"KOI-94 d",9.95000000,
"WASP-36 b",,
"TRAPPIST-1 f",,
"WASP-35 b",,
"TOI-1422 c",2.61000000,14.00000000
"TOI-561 b",1.37000000,2.24000000
"Kepler-10 b",1.47000000,3.24000000
"WASP-120 b",,
"Kepler-65 c",2.55000000,
"TOI-3629 b",8.09927000,
"CoRoT-5 b",13.24903800,149.38010000
"Kepler-969 b",,
"K2-19 b",,
"TOI-1467 b",1.87211450,
"WASP-67 b",,
"Kepler-396 c",,
"NGTS-35 b",10.67745326,
"HATS-71 b",11.47801600,117.59710000
"WASP-16 b",,
"WASP-98 b",12.32990000,269.51984000
"XO-2 N b",,
"TOI-481 b",,
"Kepler-102 e",2.41400000,4.74192831
"WASP-119 b",13.85160928,
"HD 135694 b",2.18203000,
"K2-138 e",3.11000000,
"WASP-193 b",14.78464554,35.59678158
"Kepler-4 b",4.15495542,
"WASP-182 b",8.61101065,
"TOI-4562 b",,
"TOI-512 b",1.52545823,
"WASP-113 b",17.38160000,
"WASP-1 b",,
"HD 63935 b",2.67607000,
"K2-45 b",11.00000000,
"TOI-700 c",2.65000000,
"HATS-48 A b",8.96720000,77.23269000
"Kepler-4 b",4.07800000,
"K2-261 b",9.52765000,70.87609000
"WASP-95 b",,
"TOI-700 b",0.91400000,
"L 98-59 d",3.04528000,
"L 98-59 b",0.82663500,
"GJ 1061 b",,1.37000000
"GJ 1061 d",,1.64000000
"L 98-59 b",0.85000000,0.40000000
"L 98-59 c",1.38500000,2.22000000
"L 98-59 d",1.52100000,1.94000000
"L 98-59 e",,3.06000000
"L 98-59 d",1.58000000,2.31000000
"L 98-59 c",,
"L 98-59 c",,2.25000000
"L 98-59 b",0.83700000,0.46000000
"L 98-59 f",,2.80000000
"L 98-59 b",0.88400000,0.32000000
"L 98-59 d",1.57600000,1.87000000
"GJ 1061 b",,1.11000000
"GJ 1061 c",,1.81000000
"K2-32 b",,
"Kepler-68 c",0.92700000,2.66952951
"WASP-120 b",15.58048317,
"Wolf 503 b",2.04300000,6.26000000
"K2-100 b",,
"TOI-712 b",2.04900000,
"Kepler-102 e",2.52000000,
"HAT-P-61 b",10.07687365,335.94462620
"TOI-4406 b",12.12752552,
"Kepler-102 b",0.50100000,
"TOI-4479 b",2.68297219,
"TOI-2266 b",1.54000000,
"OGLE2-TR-L9 b",18.09132600,1379.38220000
"HATS-63 b",13.52926300,305.11680000
"Kepler-8 b",15.90000000,
"WASP-161 b",,
"KELT-23 A b",,
"WASP-12 b",,
"WASP-19 b",,356.92309000
"WASP-12 b",,
"WASP-12 b",20.40038000,416.35730000
"WASP-12 b",21.71183300,465.62095000
"TOI-1130 b",3.75483332,
"TOI-1266 c",1.56000000,2.20000000
"KOI-12 b",14.43300000,
"KOI-94 b",1.50000000,
"HAT-P-37 b",12.01490883,
"Kepler-435 b",,
"TrES-3 b",,
"TrES-3 b",,
"TrES-5 b",14.06410000,
"TrES-5 b",,
"TrES-5 b",,
"TOI-763 c",2.63000000,9.32000000
"HATS-7 b",6.31066700,39.09309000
"WASP-59 b",8.68700000,274.27600000
"K2-98 b",4.30000000,32.20000000
"HAT-P-69 b",18.78628400,1137.83140000
"Kepler-4 b",3.72000000,
"HATS-26 b",,
"TOI-2443 b",2.36300000,4.80000000
"HD 2685 b",,
"HATS-36 b",12.77000000,
"TOI-1346 b",2.39000000,
"WASP-190 b",,
"Kepler-91 b",15.39000000,
"WASP-174 b",16.10730527,104.88337431
"TOI-2180 b",,
"TOI-5082.01",2.54811000,
"TOI-1472 b",4.47846985,
"TRAPPIST-1 d",0.78800000,0.38800000
"WTS-2 b",15.27786700,403.64410000
"HATS-67 b",16.76750000,
"TOI-3837 b",10.87271128,187.51876013
"Kepler-490 b",16.91000000,
"TOI-1298 b",9.81535128,
"TOI-815 c",2.18380000,
"K2-27 b",5.36000000,
"Kepler-102 d",1.34000000,
"HAT-P-50 b",14.43719200,431.93097000
"HATS-24 b",16.66778300,775.50520000
"WASP-20 b",,
"Kepler-435 b",7.47000000,
"GJ 3470 b",,
"K2-348 c",2.67000000,
"Kepler-68 c",0.97900000,1.30000000
"K2-136 d",1.56500000,3.00000000
"K2-353 b",5.07911000,
"TRAPPIST-1 b",1.11300000,
"Kepler-785 b",9.86000000,
"Kepler-450 d",0.99500000,
"TOI-2421 b",10.75300000,
"Kepler-506 b",2.87691000,
"TOI-1422 b",3.96000000,9.00000000
"HATS-38 b",6.88232600,23.51942000
"WASP-80 b",,
"KELT-3 b",,
"TOI-712 b",2.24794000,
"TOI-169 b",,
"Kepler-10 b",1.47000000,3.72000000
"WASP-79 b",,
"Kepler-522 b",4.76000000,
"TOI-169 b",11.05352928,
"WASP-162 b",12.31820000,
"WASP-90 b",,
"K2-32 c",3.32000000,
"WASP-41 b",13.45080000,299.07803000
"HAT-P-43 b",14.47970000,
"TOI-7041 b",9.52959263,
"HIP 9618 c",3.34000000,7.90000000
"Kepler-1057 b",,
"Kepler-318 b",3.86000000,
"Kepler-68 c",0.92700000,
"Kepler-10 c",,
"HAT-P-55 b",14.84069045,189.42573057
"CoRoT-18 b",14.68000000,1102.82000000
"TOI-561 b",1.45000000,3.20000000
"HAT-P-43 b",13.63000000,
"TOI-132 b",3.63967252,
"Kepler-450 c",,76.62140000
"WASP-78 b",,
"MASCARA-4 b",16.98160576,532.36258173
"KELT-1 b",,
"WASP-60 b",13.73102500,177.98480000
"TOI-1107 b",13.89817396,
"WASP-84 b",10.93998400,218.34921000
"Kepler-652 b",,
"Kepler-889 b",,
"TOI-6002 b",1.54894820,
"TOI-6303 b",11.59000000,2493.00000000
"TOI-178 f",2.61967665,
"Kepler-45 b",11.03000000,
"TOI-1842 b",11.65733993,68.01527910
"K2-140 b",13.04635343,
"HAT-P-29 b",13.11453000,279.69040000
"Kepler-102 b",0.47000000,4.30000000
"TOI-5126 b",4.40571000,
"Kepler-411 b",1.94000000,
"HATS-4 b",,
"HAT-P-51 b",,
"K2-34 b",13.80000000,
"HIP 113103 b",1.82900000,
"Kepler-37 c",0.71800000,
"Kepler-68 b",2.25345000,
"K2-260 b",18.41635529,546.66486004
"WASP-60 b",13.83954023,
"Kepler-270 c",1.50000000,
"Kepler-1034 b",,
"TOI-4308 b",2.45142000,
"Kepler-800 b",,
"TRAPPIST-1 h",0.75500000,0.32600000
"TOI-559 b",12.22899794,1910.14872607
"TOI-1408 b",8.36210000,
"K2-19 d",1.11000000,10.00000000
"Qatar-7 b",17.71639788,
"WASP-138 b",14.25000000,
"WASP-118 b",12.00000000,
"TOI-1768.01",3.28070000,
"Kepler-96 b",2.27000000,
"Kepler-102 b",0.47100000,
"TOI-2046 b",16.25284937,
"TOI-4463 A b",13.26022417,252.35575516
"Kepler-318 b",3.89300000,
"HATS-27 b",,
"Kepler-102 f",0.75300000,
"TOI-2406 b",2.86000000,15.60000000
"Kepler-166 d",,
"Kepler-1889 b",2.59000000,
"Kepler-368 b",2.18000000,
"Kepler-491 b",,
"HD 118203 c",,3527.89531770
"WASP-129 b",13.14269004,
"WASP-83 b",,
"GJ 3473 b",1.21073388,
"Kepler-318 b",,
"HAT-P-11 b",,
"Kepler-93 b",1.59000000,
"NGTS-11 b",,
"TOI-5076 b",3.02618000,
"WASP-126 b",10.76064000,88.99240000
"TOI-1333 b",15.21050000,
"TOI-4515 b",12.26639677,
"WASP-165 b",,
"TOI-6034 b",11.92000000,254.00000000
"Kepler-1167 b",,
"Kepler-324 c",3.25000000,
"HATS-75 b",9.66512601,
"Kepler-74 b",,
"WASP-97 b",,
"K2-114 b",10.71000000,
"TOI-712 c",2.45531000,
"TOI-763 c",2.86350851,
"WASP-121 b",,
"Kepler-102 b",0.49000000,
"TOI-1806.01",2.84117990,
"WASP-28 b",,
"Kepler-102 f",0.95000000,
"WASP-168 b",,
"TOI-1723 b",2.95921000,
"TOI-2379 b",11.57792161,
"Kepler-65 b",1.40900000,
"HD 5278 b",,
"TOI-824 b",,
"WASP-41 b",,
"Kepler-25 b",2.60000000,9.00000000
"K2-138 b",1.51000000,3.10000000
"HAT-P-31 b",,
"Kepler-93 b",1.50000000,
"bet Pic c",,3222.46221857
"Kepler-294 c",2.80000000,
"Kepler-9 d",1.48000000,
"Kepler-363 b",1.32300000,
"Kepler-257 c",3.93200000,
"Kepler-437 b",,
"Kepler-1027 b",,
"K2-85 b",,
"TOI-561 b",1.39700000,2.02000000
"Kepler-323 c",1.57000000,6.80000000
"Kepler-396 c",4.70000000,
"TOI-2567 b",10.92875618,63.88350981
"Kepler-68 d",,300.97200000
"TRAPPIST-1 c",1.09700000,1.30800000
"WASP-19 b",16.41310543,
"WASP-61 b",15.80469000,851.78440000
"WASP-19 b",,
"WASP-19 b",,
"TOI-1246 d",3.51000000,5.30000000
"Kepler-44 b",12.40000000,
"Kepler-685 b",,
"Kepler-506 b",2.67000000,
"TOI-1685 b",1.37000000,
"TOI-1744.01",2.68000000,
"Kepler-41 b",10.24000000,
"TOI-4201 b",13.67495645,788.21444936
"WASP-195 b",9.11036000,
"L 98-59 f",,2.97000000
"KMT-2023-BLG-0466L b",,1032.94232275
"Kepler-135 c",1.39200000,
"TOI-2719 b",6.03548000,
"WASP-92 b",,
"WASP-120 b",13.61374033,
"Kepler-450 c",,
"TOI-500 b",1.16600000,1.42000000
"WASP-170 b",12.28506400,508.52800000
"WASP-140 b",,
"HD 25463 b",2.54535814,8.70000000
"Kepler-75 b",12.38400000,
"Kepler-19 c",,16.58028128
"Kepler-1624 b",,
"Kepler-425 b",9.84000000,
"TOI-762 A b",8.33948164,79.77493016
"WASP-20 b",14.34752000,120.13974000
"Kepler-44 b",13.90000000,324.17000000
"Kepler-124 b",0.80000000,
"HATS-23 b",22.50354100,
"Kepler-660 b",,
"Kepler-94 c",,2823.91112600
"Kepler-495 b",5.28600000,
"K2-180 b",4.40000000,
"NGTS-3 A b",13.23665630,
"Wolf 503 b",2.03000000,
"IRAS 04125+2902 b",10.73820351,
"HAT-P-16 b",,
"Kepler-411 d",3.51000000,
"TOI-2018 b",2.26800000,9.20000000
"K2-26 b",3.55068952,
"Kepler-210 c",3.30000000,
"HATS-9 b",13.85000000,
"Kepler-25 c",,
"TOI-199 c",,88.99195396
"K2-266 d",3.17788403,
"HAT-P-50 b",,
"HATS-43 b",13.89945234,
"Kepler-423 b",,
"K2-114 b",,
"HATS-8 b",9.78545700,43.86054000
"Kepler-1211 b",2.69000000,
"Kepler-1958 b",1.62000000,
"Kepler-817 b",8.02000000,
"Kepler-1904 b",1.37000000,
"Kepler-84 c",2.94000000,
"Kepler-519 b",2.10000000,
"LTT 1445 A c",1.07000000,1.37000000
"HAT-P-66 b",,
"TOI-6016 b",14.97020000,
"TOI-332 b",3.28324000,
"XO-5 b",12.43100000,336.56800000
"Kepler-424 b",,
"TOI-2141 c",,6.14000000
"HATS-77 b",13.90112935,
"TOI-776 c",2.02000000,5.30000000
"TOI-6000 b",0.94000000,
"Kepler-37 c",0.72500000,
"HATS-2 b",13.22366376,
"TOI-4940 b",6.61000000,89.00000000
"WASP-69 b",,
"K2-133 d",2.02000000,
"WASP-12 b",,
"WASP-12 b",,
"WASP-12 b",22.61545551,
"WASP-12 b",22.02564708,
"WASP-19 b",,
"Kepler-610 b",3.28000000,
"KMT-2019-BLG-0297L b",,6038.73973300
"GJ 667 C b",,5.60000000
"Kepler-1807 b",,
"Kepler-967 c",2.86000000,
"TOI-5882 b",11.46678726,6995.40323807
"OGLE-2012-BLG-0838L b",,53.10000000
"K2-19 c",4.86000000,25.60000000
"HAT-P-39 b",17.60900000,190.37200000
"HD 109833 c",2.59000000,
"KELT-7 b",,
"K2-285 b",2.65245000,
"HAT-P-44 b",13.92200000,111.87100000
"TOI-5232 b",12.77823800,743.71847238
"Kepler-314 b",0.83000000,
"TOI-892 b",,
"K2-113 b",12.14000000,
"Kepler-1514 b",11.82000000,
"TOI-2152 A b",15.30583607,
"K2-138 b",1.49000000,
"TRAPPIST-1 g",1.12900000,1.32100000
"K2-3 d",1.53000000,11.10000000
"K2-32 d",3.33000000,13.70000000
"WASP-83 b",,
"TOI-1759 b",3.12029598,15.00000000
"TOI-238 b",1.61200000,
"HATS-17 b",,
"Kepler-487 b",13.32806130,
"NGTS-31 b",18.04645893,355.96781584
"TOI-5592 b",13.91080000,
"WASP-180 A b",13.89916000,286.04700000
"K2-388 b",3.66000000,
"WASP-58 b",,
"Kepler-532 b",2.62000000,
"Kepler-1351 b",0.65000000,
"Kepler-104 b",,
"Kepler-1035 b",1.00000000,
"TOI-1798.02",1.39939037,5.60000000
"Kepler-351 b",,
"K2-261 b",10.26400000,
"Kepler-487 d",2.90100000,
"TOI-1695 b",1.90000000,6.36000000
"HATS-72 b",9.49027000,
"NGTS-8 b",12.21781000,295.58190000
"Kepler-487 c",2.62000000,
"K2-232 b",11.85912200,123.00021000
"Kepler-6 b",,
"HAT-P-37 b",,
"Kepler-210 c",4.29000000,
"TOI-1266 b",2.62000000,4.23000000
"K2-265 b",1.66165565,
"Qatar-8 b",,
"K2-117 b",,
"HD 23472 b",1.87200000,17.92000000
"HD 15337 b",1.64000000,7.51000000
"HD 15337 c",2.39000000,8.11000000
"TOI-270 b",1.24700000,
"TOI-270 c",2.42000000,
"HD 15337 b",1.69900000,7.20000000
"HD 23472 b",1.92134347,
"HD 15337 b",1.72541702,
"TOI-270 c",2.40708723,
"LTT 9779 b",12.05510280,
"TOI-270 b",1.22346662,
"WASP-76 b",20.51247000,292.40360000
"TOI-270 b",1.20600000,1.58000000
"TOI-270 c",2.35500000,6.15000000
"TOI-270 d",2.13300000,4.78000000
"TOI-1201 b",2.21875851,
"WASP-76 b",,
"GJ 3090 b",2.10604759,
"WASP-76 b",21.95555489,
"WASP-71 b",16.36514000,706.21826000
"Kepler-450 d",0.94080000,17.60000000
"Qatar-9 b",11.30988100,378.21770000
"K2-100 b",3.44449000,
"K2-199 c",2.45000000,
"Kepler-522 b",4.76000000,
"HIP 41378 d",3.54000000,4.60000000
"K2-39 b",7.09000000,
"Kepler-65 b",1.27000000,
"WASP-45 b",13.00200000,320.04100000
"TOI-5293 A b",11.90000000,170.40000000
"KOI-12 b",17.26186000,1690.85560000
"HAT-P-52 b",,
"TOI-2184 b",11.39953337,206.58846455
"K2-115 b",,
"K2-133 d",2.46843000,
"TOI-2005 b",12.49784019,
"Kepler-1877 b",0.48000000,
"Kepler-381 c",1.58000000,
"HD 13908 b",,274.91000000
"Kepler-1492 b",,
"Kepler-1161 b",,
"Kepler-945 b",2.79000000,
"Kepler-1941 b",,
"Kepler-276 d",,9.43045000
"Kepler-355 c",3.01600000,
"KMT-2023-BLG-0119L b",,83.70000000
"TOI-2141 b",2.85973000,
"Kepler-11 d",3.37000000,
"TOI-1439 b",4.24278610,38.50000000
"CoRoT-13 b",12.53306062,
"KOI-94 e",6.56000000,35.00000000
"HAT-P-37 b",13.79827900,378.21770000
"HAT-P-53 b",14.77346200,469.43491000
"TOI-3877 b",12.05740000,
"Kepler-410 A b",2.16267000,
"TOI-125 c",2.79000000,
"WASP-26 b",,
"TOI-2328 b",9.97599282,50.85254512
"K2-39 b",,
"Kepler-44 b",12.22000000,317.82000000
"NGTS-9 b",11.99363000,921.70700000
"TOI-6041 b",4.55000000,28.90000000
"Kepler-487 c",2.07000000,
"WASP-52 b",,
"WASP-175 b",,
"TOI-406.01",1.96023730,
"Kepler-753 b",,
"Kepler-306 b",1.97400000,
"Kepler-600 b",2.76000000,
"KOI-94 c",3.86400000,6.20425926
"Kepler-491 b",9.16000000,
"Kepler-447 b",18.49000000,435.41000000
"GJ 9827 d",2.07000000,5.20000000
"TOI-5293 A b",11.89330000,
"HAT-P-24 b",,
"TOI-125 c",2.62011000,
"TOI-2136 b",2.17058026,
"Wendelstein-1 b",13.68573672,
"WASP-74 b",,
"HD 15906 b",2.24000000,
"TOI-5726.01",2.43067499,
"GJ 9827 d",2.04000000,2.35000000
"TOI-3919 b",10.21300000,
"HD 89345 b",7.26343200,38.45743000
"HATS-42 b",13.24971416,
"WASP-23 b",10.78300000,280.95000000
"Kepler-471 b",,
"Kepler-102 f",0.79000000,
"WASP-93 b",,
"TOI-3894 b",15.15454191,279.68899816
"Kepler-19 c",,13.10000000
"Kepler-1170 b",2.60000000,
"HD 214823 b",,5914.78665427
"Kepler-514 b",1.85900000,
"KOI-142 b",3.78000000,
"Kepler-107 c",1.59700000,9.39000000
"Kepler-163 c",2.26000000,
"Kepler-1614 b",1.56000000,
"Kepler-1410 b",,
"Kepler-380 b",1.12000000,
"K2-260 b",,
"Kepler-423 b",12.43000000,
"TOI-1777.01",1.81908000,
"WASP-159 b",,
"HATS-61 b",,
"NGTS-4 b",3.18000000,20.60000000
"HD 260655 c",1.53300000,3.09000000
"K2-19 b",7.23000000,
"K2-271 b",6.89000000,
"Kepler-12 b",,
"TOI-905 b",13.12573900,211.99261000
"K2-108 b",,
"Kepler-25 c",,
"WASP-161 b",,
"HAT-P-43 b",14.35900000,210.39500000
"Kepler-19 b",,
"WASP-49 b",,
"WASP-62 b",,
"Kepler-506 b",,
"HAT-P-18 b",,
"Kepler-542 b",1.80000000,
"Kepler-80 d",1.70000000,
"HD 213240 b",,1655.88600047
"Kepler-1334 b",2.49200000,
"Kepler-1848 b",2.43000000,
"Kepler-221 c",2.96000000,
"Kepler-1597 b",1.06500000,
"HD 285507 b",,311.47340000
"Qatar-3 b",,
"TOI-1272 b",4.14000000,24.60000000
"K2-275 c",2.51000000,
"Kepler-723 b",10.85000000,
"KOI-94 b",1.55000000,
"TOI-1296 b",14.11645916,95.30000000
"Kepler-7 b",,
"Kepler-134 b",2.00000000,
"GJ 3090 b",2.13000000,3.34000000
"TOI-421 c",5.09000000,16.42000000
"TOI-2447 b",10.21850000,
"TOI-5616 b",10.32937773,
"TOI-270 b",,
"WASP-76 b",20.68056939,289.22385037
"WASP-76 b",,
"HD 15337 b",1.77000000,6.51900000
"TOI-270 d",2.00000000,4.20000000
"TOI-270 b",1.30600000,1.48000000
"WASP-76 b",19.39153661,276.51071409
"Kepler-1656 b",,
"Kepler-102 b",0.49000000,
"K2-117 b",2.10000000,
"TOI-1269 b",2.34833829,
"K2-3 c",1.69000000,
"HAT-P-11 b",4.82000000,
"Kepler-61 b",2.69600000,
"Kepler-1952 b",1.29000000,
"Kepler-324 b",1.14000000,
"K2-43 b",4.13000000,
"HD 128717 b",,6293.00245860
"Kepler-491 b",9.00000000,
"Kepler-450 b",5.95000000,
"HATS-70 b",,
"TOI-2180 b",11.31924234,
"WASP-31 b",17.37395000,152.55840000
"Kepler-25 b",,8.74028119
"Kepler-65 b",,
"TOI-1634 c",,
"Kepler-37 e",0.37000000,
"Kepler-468 b",13.44000000,
"HATS-25 b",14.28926088,
"WASP-60 b",,
"WASP-65 b",,
"HATS-33 b",,
"K2-121 b",7.50000000,
"Kepler-350 d",2.80000000,
"OGLE-TR-113 b",18.22384181,
"Kepler-487 c",2.62000000,
"WASP-155 b",13.45077684,276.82854250
"K2-212 b",2.60000000,
"Kepler-493 b",11.42000000,
"K2-390 b",4.28877000,
"Kepler-18 d",5.96000000,
"TOI-5232 b",12.97340000,
"Kepler-8 b",15.90557100,177.98480000
"Kepler-40 b",13.44000000,
"HAT-P-28 b",12.35693611,
"HATS-50 b",13.60620730,
"TOI-776 b",1.85000000,4.00000000
"Kepler-375 c",2.65000000,
"Kepler-8 b",15.47962900,187.51970000
"HAT-P-46 b",14.39200000,156.68400000
"WASP-150 b",11.44628951,
"TOI-6330 b",10.89000000,3179.00000000
"Kepler-426 b",11.40700000,
"HAT-P-26 b",,
"HATS-28 b",13.44648700,
"TOI-4155 b",3.21000000,
"TOI-1248 b",6.95642576,
"Kepler-134 b",1.94000000,
"WASP-169 b",,
"HR 858 b",1.77141000,
"K2-284 b",,
"Kepler-241 c",2.61000000,
"Kepler-206 d",1.19000000,
"Kepler-1010 b",,
"K2-330 b",2.67656000,
"KELT-10 b",15.79345381,216.12331676
"TOI-5238 b",4.89644000,
"Kepler-75 b",,
"NGTS-2 b",,
"Kepler-74 b",,
"HATS-77 b",13.05846252,436.69623122
"TOI-530 b",,
"HIP 41378 b",2.90000000,
"K2-121 b",7.64369371,
"K2-30 b",11.64615100,184.02357000
"XO-6 b",23.20263000,1398.45200000
"Kepler-339 c",1.18000000,
"Kepler-378 b",,
"K2-189 c",2.48429818,
"Kepler-1085 b",7.22000000,
"HAT-P-11 c",,731.00900000
"Kepler-7 b",,
"HAT-P-52 b",,
